1000325	美甲+美睫套餐	10	HIO·高仕汇高尔夫俱乐部
1000326	基础单色美甲	10	纤芷美甲(蔡马新苑店)
1000327	美甲+美睫套餐	10	纤芷美甲(蔡马新苑店)
1000328	基础单色美甲	10	美甲驿站(崇庆里店)
1000329	美甲+美睫套餐	10	美甲驿站(崇庆里店)
1000330	基础单色美甲	10	雅梦日式美甲美睫
1000331	美甲+美睫套餐	10	雅梦日式美甲美睫
1000332	基础单色美甲	10	婳愿美甲美睫(运河广场店)
1000333	美甲+美睫套餐	10	婳愿美甲美睫(运河广场店)
1000334	基础单色美甲	10	林雨溪美甲美睫(运河广场店)
1000335	美甲+美睫套餐	10	林雨溪美甲美睫(运河广场店)
1000336	基础单色美甲	10	素颜美甲美睫中心(普金家园店)
1000337	美甲+美睫套餐	10	素颜美甲美睫中心(普金家园店)
1000338	基础单色美甲	10	克丽缇娜(定海西园店)
1000339	美甲+美睫套餐	10	克丽缇娜(定海西园店)
1000340	基础单色美甲	10	硕米艾美甲美睫
1000341	美甲+美睫套餐	10	硕米艾美甲美睫
1000342	基础单色美甲	10	兰可舍芮(运河上街购物中心东区店)
1000343	美甲+美睫套餐	10	兰可舍芮(运河上街购物中心东区店)
1000344	基础单色美甲	10	秀域智能健康(拱北店)
1000345	美甲+美睫套餐	10	秀域智能健康(拱北店)
1000346	基础单色美甲	10	悦人美甲
1000347	美甲+美睫套餐	10	悦人美甲
1000348	基础单色美甲	10	花妍美甲美睫(运河上街购物中心西区店)
1000349	美甲+美睫套餐	10	花妍美甲美睫(运河上街购物中心西区店)
1000350	基础单色美甲	10	澄-Nail(拱宸桥店)
1000351	美甲+美睫套餐	10	澄-Nail(拱宸桥店)
1000352	冬日双人餐	1	糕小生(东泰店)
1000353	单人豪华餐	1	糕小生(东泰店)
1000354	双人欢享套餐	1	糕小生(东泰店)
1000355	冬日双人餐	1	北方水饺(竹林境社区店)
1000356	单人豪华餐	1	北方水饺(竹林境社区店)
1000357	双人欢享套餐	1	北方水饺(竹林境社区店)
1000358	冬日双人餐	1	兴桥捞化(东泰路店)
1000359	单人豪华餐	1	兴桥捞化(东泰路店)
1000360	双人欢享套餐	1	兴桥捞化(东泰路店)
1000361	冬日双人餐	1	兰州牛肉拉面(东泰路店)
1000362	单人豪华餐	1	兰州牛肉拉面(东泰路店)
1000363	双人欢享套餐	1	兰州牛肉拉面(东泰路店)
1000364	冬日双人餐	1	小鱼号酸菜鱼(鼓楼东泰路店)
1000365	单人豪华餐	1	小鱼号酸菜鱼(鼓楼东泰路店)
1000366	双人欢享套餐	1	小鱼号酸菜鱼(鼓楼东泰路店)
1000367	冬日双人餐	1	乌状元(东泰店)
1000368	单人豪华餐	1	乌状元(东泰店)
1000369	双人欢享套餐	1	乌状元(东泰店)
1000370	冬日双人餐	1	客百味牛肉兜汤(东泰路店)
1000371	单人豪华餐	1	客百味牛肉兜汤(东泰路店)
1000372	双人欢享套餐	1	客百味牛肉兜汤(东泰路店)
1000373	冬日双人餐	1	世荣沙县小吃(东泰路店)
1000374	单人豪华餐	1	世荣沙县小吃(东泰路店)
1000375	双人欢享套餐	1	世荣沙县小吃(东泰路店)
1000376	冬日双人餐	1	瑞幸咖啡(武夷中心店)
1000377	单人豪华餐	1	瑞幸咖啡(武夷中心店)
1000378	双人欢享套餐	1	瑞幸咖啡(武夷中心店)
1000379	冬日双人餐	1	深井烧(竹林境社区店)
1000380	单人豪华餐	1	深井烧(竹林境社区店)
1000381	双人欢享套餐	1	深井烧(竹林境社区店)
1000382	冬日双人餐	1	芳记石井捞化(东泰路店)
1000383	单人豪华餐	1	芳记石井捞化(东泰路店)
1000384	双人欢享套餐	1	芳记石井捞化(东泰路店)
1000385	冬日双人餐	1	乐家(石井巷店)
1000386	单人豪华餐	1	乐家(石井巷店)
1000387	双人欢享套餐	1	乐家(石井巷店)
1000388	冬日双人餐	1	乐Bakery
1000389	单人豪华餐	1	乐Bakery
1000390	双人欢享套餐	1	乐Bakery
1000391	冬日双人餐	1	半浅鱼乐·咖啡商行
1000392	单人豪华餐	1	半浅鱼乐·咖啡商行
1000393	双人欢享套餐	1	半浅鱼乐·咖啡商行
1000394	冬日双人餐	1	YUMI-Grain屿觅简卡(东街店)
1000395	单人豪华餐	1	YUMI-Grain屿觅简卡(东街店)
1000396	双人欢享套餐	1	YUMI-Grain屿觅简卡(东街店)
1000397	欢唱3小时套餐	2	唱吧麦颂KTV(福州东街口大洋百货店)
1000398	欢唱4小时豪华套餐	2	唱吧麦颂KTV(福州东街口大洋百货店)
1000399	欢唱3小时套餐	2	乐颂KTV(三坊七巷东百店)
1000400	欢唱4小时豪华套餐	2	乐颂KTV(三坊七巷东百店)
1000401	欢唱3小时套餐	2	方圆K歌沐足
1000402	欢唱4小时豪华套餐	2	方圆K歌沐足
1000403	欢唱3小时套餐	2	鑫悦K歌沐足
1000404	欢唱4小时豪华套餐	2	鑫悦K歌沐足
1000405	欢唱3小时套餐	2	和天下娱乐
1000406	欢唱4小时豪华套餐	2	和天下娱乐
1000407	欢唱3小时套餐	2	宏利汇商务公馆
1000408	欢唱4小时豪华套餐	2	宏利汇商务公馆
1000409	欢唱3小时套餐	2	金色国际商务公馆
1000410	欢唱4小时豪华套餐	2	金色国际商务公馆
1000411	欢唱3小时套餐	2	乐享汇
1000412	欢唱4小时豪华套餐	2	乐享汇
1000413	欢唱3小时套餐	2	大福KPOP专辑店(福州店)
1000414	欢唱4小时豪华套餐	2	大福KPOP专辑店(福州店)
1000415	欢唱3小时套餐	2	云秀国际商务俱乐部(利嘉大世界店)
1000416	欢唱4小时豪华套餐	2	云秀国际商务俱乐部(利嘉大世界店)
1000417	欢唱3小时套餐	2	呼啦啦KTV利嘉歌城
1000418	欢唱4小时豪华套餐	2	呼啦啦KTV利嘉歌城
1000419	欢唱3小时套餐	2	威美斯
1000420	欢唱4小时豪华套餐	2	威美斯
1000421	欢唱3小时套餐	2	尊享会
1000422	欢唱4小时豪华套餐	2	尊享会
1000423	欢唱3小时套餐	2	福州华威集团国色天香商务汇
1000424	欢唱4小时豪华套餐	2	福州华威集团国色天香商务汇
1000425	欢唱3小时套餐	2	魅KTV·AI辅唱(恒宇国际店)
1000426	欢唱4小时豪华套餐	2	魅KTV·AI辅唱(恒宇国际店)
1000427	洗剪吹套餐	3	康晟高尔夫会所
1000428	烫发+护理套餐	3	康晟高尔夫会所
1000429	洗剪吹套餐	3	云众部落室内高尔夫俱乐部
1000430	烫发+护理套餐	3	云众部落室内高尔夫俱乐部
1000431	洗剪吹套餐	3	福州天辰高尔夫(达芙妮名苑店)
1000432	烫发+护理套餐	3	福州天辰高尔夫(达芙妮名苑店)
1000433	洗剪吹套餐	3	黄金酱酒高尔夫
1000434	烫发+护理套餐	3	黄金酱酒高尔夫
1000435	洗剪吹套餐	3	凡迪室内高尔夫
1000436	烫发+护理套餐	3	凡迪室内高尔夫
1000437	洗剪吹套餐	3	蟠桃汇·1968·数字高尔夫
1000438	烫发+护理套餐	3	蟠桃汇·1968·数字高尔夫
1000439	洗剪吹套餐	3	福州高烧高尔夫(利信中心店)
1000440	烫发+护理套餐	3	福州高烧高尔夫(利信中心店)
1000441	洗剪吹套餐	3	东方高尔夫
1000442	烫发+护理套餐	3	东方高尔夫
1000443	洗剪吹套餐	3	绿色美发室(竹林境店)
1000444	烫发+护理套餐	3	绿色美发室(竹林境店)
1000445	洗剪吹套餐	3	青丝美发屋(竹林境社区店)
1000446	烫发+护理套餐	3	青丝美发屋(竹林境社区店)
1000447	洗剪吹套餐	3	壹发YIFA造型(东街口店)
1000448	烫发+护理套餐	3	壹发YIFA造型(东街口店)
1000449	洗剪吹套餐	3	哈拉少男士理发店Barbershop(三山大厦店)
